answerKey,id,A,B,C,D,stem,Grade,subject,category
A,VASoL_2009_3_11,A flowering plant,A pine tree,Grass,Cactus,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-4.png} What type of plant is MOST likely described?,3,,Train
A,VASoL_2009_3_16,Pulling a heavy load,Lifting a wide load,Dividing a large load,Holding a small load,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-7.png} Which kind of work is made easier by the wheels of a wagon?,3,,Train
D,VASoL_2009_3_24,Sun,Water plant,Mayfly nymph,Osprey,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-17.png} Based on the food chain, which of these is a carnivore?",3,,Train
B,VASoL_2009_3_4,Circle,Square,Triangle,Oval,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-2.png} Which shape is MOST like the one made by connecting the bases on the baseball field?,3,,Train
B,VASoL_2009_3_6,There is not enough sunlight.,There is not enough soil.,There is not enough water.,There is not enough air.,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2009-3.png} What causes fewer plants to grow on the rocky side of the river?,3,,Train
D,VASoL_2009_5_13,keep the electrician dry,create an electrical circuit,produce electricity,insulate the electrician,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-16.png} The electrician in this picture is wearing rubber gloves for protection. The purpose of the rubber gloves is to -,5,,Train
A,VASoL_2009_5_19,Centimeter,Gram,Kilometer,Milliliter,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-22.png} Which unit is best to use for measuring the width of oak tree leaves?,5,,Train
B,VASoL_2009_5_2,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-2.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-3.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-4.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-5.png},Which of these is an important natural resource of the Chesapeake Bay?,5,,Train
C,VASoL_2009_5_26,Size of waves,Water density,Ocean currents,Time between tides,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-23.png} What do the arrows on the map represent?,5,,Train
B,VASoL_2009_5_32,is eating only every other day,is eating each day,will eat part of one leaf next Monday,will stop eating during molting on Friday,"A boy placed four leaves in a caterpillar's cage. {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-25.png} He observed the number of leaves in the caterpillar's cage each day. Based on the data, the boy should infer that the caterpillar -",5,,Train
D,VASoL_2009_5_35,Thermometer and centimeter ruler,Thermometer and calendar,Centimeter ruler and pan balance,Centimeter ruler and calendar,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-26.png} Juan is doing an experiment to see how long it takes an acorn to grow into a 0.5-meter-tall oak tree. Which two instruments should he choose?,5,,Train
C,VASoL_2009_5_38,1,2,3,4,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-27.png} In which numbered stage of the frog's life cycle does the frog begin to use lungs to breathe air?,5,,Train
D,VASoL_2009_5_40,ovary,sepal,pistil,stamen,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-29.png} What part of the flower produces pollen?,5,,Train
D,VASoL_2009_5_6,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-7.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-8.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-9.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-10.png},Which of these correctly shows what happens when two magnets are placed side by side?,5,,Train
C,VASoL_2009_5_7,water can dissolve pencils,water is colder than air,light bends when it enters the water,light is absorbed when it hits the glass,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-11.png} Students place a pencil in a glass of water as shown. The pencil in the water looks broken because -,5,,Train
A,VASoL_2009_5_9,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-12.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-13.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-14.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2009-15.png},A student is writing a report on recycling. The student learns that different kinds of material are recycled in different amounts. Which graph best shows the data?,5,,Train
D,VASoL_2010_3_14,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-9.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-10.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-11.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-12.png},Which of these glasses will MOST likely become empty first because of evaporation?,3,,Train
A,VASoL_2010_3_15,Car 1 is heavier than Car 2.,Car 2 is darker than Car 1.,Car 2 is bigger than Car 1.,Car 1 is longer than Car 2.,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-13.png} Students made observations about these toy cars. Which of these BEST describes Car 1 and Car 2?,3,,Train
A,VASoL_2010_3_24,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-17.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-18.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-19.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-20.png},Which of these is made from a plant?,3,,Train
D,VASoL_2010_3_26,having moving parts,having the same size,needing a magnifying glass to be seen,being made from more than one material,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-22.png} All of the objects shown can be described as -,3,,Train
B,VASoL_2010_3_3,Small,Smooth,Flexible,Shiny,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-1.png} Which of these BEST describes the texture of the metal spoon?,3,,Train
B,VASoL_2010_3_30,Grains of sand,Baking soda,Wood chips,Cooking oil,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2010-27.png} Which of these can be dissolved in water?,3,,Train
B,VASoL_2010_5_11,March,April,May,June,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-13.png} A teacher asked his class to help plan their science field trip schedule from January to June. Based on the table, which month with an average temperature above 50°F has the least amount of average precipitation?",5,,Train
D,VASoL_2010_5_14,Salamanders get energy from snakes and mice.,Acorns get energy from insects and pine trees.,Mice get energy from salamanders and insects.,Snakes get energy from salamanders and mice.,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-15.png} Which describes energy through this food web?,5,,Train
A,VASoL_2010_5_17,Fossil B is older.,Fossil B is larger.,Only fossil B is metamorphic.,Only fossil B was once an organism.,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-16.png} When comparing fossil A to fossil B, which is most likely correct?",5,,Train
C,VASoL_2010_5_35,2 mL,4 mL,6 mL,9 mL,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-29.png} Students filled a graduated cylinder with the amount of water shown. How much more water needs to be added to the cylinder to measure 25 mL?,5,,Train
C,VASoL_2010_5_4,January,February,March,April,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-3.png} Temperatures normally increase every month from January through August. During which month was the average temperature most unusual?,5,,Train
D,VASoL_2010_5_7,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-8.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-9.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-10.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-11.png},Which of these animals is least likely a member of the pond community?,5,,Train
A,VASoL_2010_5_8,5 centimeters,7 centimeters,10 centimeters,12 centimeters,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2010-12.png} About how much longer is the jackknife clam than the razor clam?,5,,Train
C,VASoL_2011_5_13,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-11.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-12.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-13.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-14.png},Which picture shows an object that has kinetic energy?,5,,Train
D,VASoL_2011_5_27,Color,Transparency,Luster,Hardness,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-24.png} Based on the information in the table, the best way to tell gold from pyrite is by which property?",5,,Train
B,VASoL_2011_5_28,Condensation,Erosion,Evaporation,Pollution,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-25.png} The diagram above shows the changes to a land surface caused by a river flowing through the area for many years. Which process caused the changes to the surface?,5,,Train
B,VASoL_2011_5_30,Deer and caterpillar,Wolf and snake,Oak and grass,Hawk and songbird,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-27.png} In this food web, which two organisms could be harmed if the mouse population were to decline?",5,,Train
B,VASoL_2011_5_37,mass in the box,friction opposing the box,gravity pulling on the box,distance to push the box,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-30.png} The box would be easier to move if the surface of the ramp was smoother because there would be less -,5,,Train
D,VASoL_2011_5_39,Mammals,Vertebrates,Amphibians,Invertebrates,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2011-31.png} Which of these would best describe the tube worms shown?,5,,Train
A,AIMS_2009_4_1,type of magnet used and the type of hook used,distance from the north pole and the type of hook used,type of magnet used and the number of paperclips used,distance from the north pole and number of paperclips used,"Read the information about Regina's experiment, look at the illustrations and Table 1, then answer the question. Regina explored the strength of a magnetic field by testing the number of paperclips the magnet could hold by following these steps: Step 1 - She opened a large paperclip to make a hook. Step 2 - She placed the hook on the magnet at the edge of the magnet's north pole. Step 3 - She added one paperclip at a time until the hook fell off the magnet. Step 4 - She recorded the highest number of paperclips the hook could hold. Steps 5 through 10 - She repeated this test every 2 cm until she reached the magnet's south pole and recorded the data each time (see Table 1). {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-1.png} {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-2.png} What did Regina need to keep the same so that her test was fair?",4,,Train
B,AIMS_2009_4_14,{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-8.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-9.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-10.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-11.png},The pictures below show animals separated into two groups. {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-7.png} The animals are grouped by whether they have a backbone or not. Which of the following belongs in Group 1?,4,,Train
A,AIMS_2009_4_15,{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-13.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-14.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-15.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-16.png},"Carlos connected a battery, bulb, and wires as shown in the drawing below. {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-12.png} If the free ends of both wires touch the following objects, which object will allow the bulb to light?",4,,Train
D,AIMS_2009_4_16,{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-17.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-18.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-19.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-20.png},Each picture shows a light bulb connected to a battery. Which bulb will light?,4,,Train
D,AIMS_2009_4_2,{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-3.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-4.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-5.png},{img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-6.png},"Read the information about Regina's experiment, look at the illustrations and Table 1, then answer the question. Regina explored the strength of a magnetic field by testing the number of paperclips the magnet could hold by following these steps: Step 1 - She opened a large paperclip to make a hook. Step 2 - She placed the hook on the magnet at the edge of the magnet's north pole. Step 3 - She added one paperclip at a time until the hook fell off the magnet. Step 4 - She recorded the highest number of paperclips the hook could hold. Steps 5 through 10 - She repeated this test every 2 cm until she reached the magnet's south pole and recorded the data each time (see Table 1). Which of the following graphs best display the data Regina collected {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-1.png} {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-2.png}",4,,Train
D,AIMS_2009_4_23,The wires will melt.,The battery will spark.,The nail will give you a shock.,The paperclip will stick to the nail.,"The diagram below shows an object made from a battery, a nail, and some wire. {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-22.png} What will happen if you touch a metal paperclip to the nail?",4,,Train
C,AIMS_2009_4_28,fish scientist,snail scientist,insect scientist,reptile scientist,Many life scientists study only one kind of animal their entire career. Which type of scientist would likely study the animal shown below? {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-27.png},4,,Train
C,AIMS_2009_4_3,Magnetic fields are stronger at the north pole of a magnet and weaker at the south pole.,Magnetic fields are stronger at the south pole of a magnet and weaker at the north pole.,Magnetic fields are stronger near the poles and get weaker as you move away from the poles.,Magnetic fields are weaker near the poles and get stronger as you move away from the poles.,"Read the information about Regina's experiment, look at the illustrations and Table 1, then answer the question. Regina explored the strength of a magnetic field by testing the number of paperclips the magnet could hold by following these steps: Step 1 - She opened a large paperclip to make a hook. Step 2 - She placed the hook on the magnet at the edge of the magnet's north pole. Step 3 - She added one paperclip at a time until the hook fell off the magnet. Step 4 - She recorded the highest number of paperclips the hook could hold. Steps 5 through 10 - She repeated this test every 2 cm until she reached the magnet's south pole and recorded the data each time (see Table 1). {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-1.png} {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-2.png} Based on the data collected, what can Regina conclude about the strength of magnetic fields?",4,,Train
B,AIMS_2009_4_32,Atlanta,Boston,Chicago,Dallas,The table below shows the temperature and precipitation (rain or snow) in four different cities on the same day. {img:images/StatesDMC-DA/AIMS/4thGr/Arizona-2009-4-26.png} In which city did it snow?,4,,Train
B,AKDE&ED_2008_4_11,Roll the same toy car down each ramp two times.,Roll the same toy car down each ramp five times.,"Roll five different toy cars down the ramp with two books, two times.","Roll five different toy cars down the ramp with two books, five times.",Students want to know which ramp makes a toy car travel the greater distance on the floor. The students roll a toy car down each ramp one time. {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-10.png} They measure how far the toy car rolls on the floor. Which additional tests will produce results that can be most trusted?,4,,Train
B,AKDE&ED_2008_4_42,planet 1,planet 2,planet 3,planet 4,There are four planets and a star in the solar system below. {img:images/StatesDMC-DA/Alaska/4thGr/Alaska-2008-4-41.png} The planets move around the center star in different orbits. Which planet has an orbit that is in the same relative position from its star as Earth's orbit is from the Sun?,4,,Train
